,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_Status,s28mo_AR_M-s22mo_AR_M_Status,Description
10784,ENSMUSG00000054302,Eapp,-0.0820454986,4.142812,0.4965539534532,0.48101821121885935,0.937140841012297,NS,E2F-associated phosphoprotein
11020,ENSMUSG00000056673,Kdm5d,-0.0796391013,4.8004842,0.4962806474988,0.4811389481307895,0.937140841012297,NS,lysine (K)-specific demethylase 5D
11588,ENSMUSG00000062743,Zfp677,0.2215345177,0.72901072,0.4964761676894,0.4810525691573549,0.937140841012297,NS,zinc finger protein 677
12104,ENSMUSG00000071180,Smim15,0.0928732434,3.64771284,0.4965894402414,0.4810025380574686,0.937140841012297,NS,small integral membrane protein 15
12150,ENSMUSG00000071655,Ubxn1,-0.0820387976,7.02003269,0.49733915357,0.4806716140149854,0.937140841012297,NS,UBX domain protein 1
12440,ENSMUSG00000075307,Klhl41,-0.0764231565,9.48062189,0.4983478321227,0.4802269713085629,0.937140841012297,NS,kelch-like 41
8922,ENSMUSG00000040738,Ints8,0.0998476768,3.47105239,0.495950735114,0.48128475804628945,0.9372973195743,NS,integrator complex subunit 8
1421,ENSMUSG00000017802,Retreg3,-0.0769000687,5.70724791,0.495497998859,0.48148497001856766,0.9375596886270152,NS,reticulophagy regulator family member 3
276,ENSMUSG00000002017,Fam98a,-0.0813094755,5.39435245,0.4947002736316,0.48183807833504666,0.9375934293536294,NS,"family with sequence similarity 98, member A"
1200,ENSMUSG00000015134,Aldh1a3,0.1954626262,0.97069676,0.4951182058956,0.48165303006809174,0.9375934293536294,NS,"aldehyde dehydrogenase family 1, subfamily A3"
1794,ENSMUSG00000020134,Peli1,0.0927329879,4.1776834,0.494454145964,0.48194711118903966,0.9375934293536294,NS,pellino 1
4495,ENSMUSG00000027122,Arl14ep,-0.1233035953,2.8220305,0.4952634289244,0.48158875686456726,0.9375934293536294,NS,ADP-ribosylation factor-like 14 effector protein
7099,ENSMUSG00000033862,Cdk10,0.1005736633,3.4716719,0.4942755820021,0.4820262391759369,0.9375934293536294,NS,cyclin-dependent kinase 10
8578,ENSMUSG00000039474,Wfs1,0.1173429917,6.25736263,0.4946269934274,0.4818705367196563,0.9375934293536294,NS,wolframin ER transmembrane glycoprotein
11809,ENSMUSG00000066568,Lsm14a,0.0744225005,6.45978083,0.4943775425277,0.4819810542568283,0.9375934293536294,NS,LSM14A mRNA processing body assembly factor
12050,ENSMUSG00000070490,Gm10293,0.3423872998,-0.84084555,0.4943384652493,0.48199837095603015,0.9375934293536294,NS,predicted pseudogene 10293
10402,ENSMUSG00000050910,Cdr2l,0.1922930477,0.9373587,0.4939778831348,0.4821582075370536,0.937722714182918,NS,cerebellar degeneration-related protein 2-like
215,ENSMUSG00000001642,Akr1b3,-0.0740268034,7.14778396,0.4928375804261,0.4826642479727905,0.9385793770685233,NS,"aldo-keto reductase family 1, member B3 (aldose reductase)"
14086,ENSMUSG00000113255,Tes3-ps,0.1999697211,0.73689088,0.4924623931333,0.48283093867444,0.9387760040830211,NS,"testis derived transcript 3, pseudogene"
744,ENSMUSG00000006095,Tbcb,-0.0773910077,4.44316953,0.4922851269791,0.48290972862672177,0.9388016940548816,NS,tubulin folding cofactor B
3871,ENSMUSG00000025538,Sumf2,0.0904633152,6.18418422,0.4916301188735,0.4832010455311128,0.9388654216183528,NS,sulfatase modifying factor 2
3881,ENSMUSG00000025578,Cbx8,0.2350090049,0.86336241,0.4919379838028,0.4830640856022208,0.9388654216183528,NS,chromobox 8
6723,ENSMUSG00000032462,Pik3cb,0.0879050303,3.77759744,0.491474236946,0.48327041714903896,0.9388654216183528,NS,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
12145,ENSMUSG00000071649,B3gat3,0.0752271337,4.71712146,0.491610943366,0.4832095782587972,0.9388654216183528,NS,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"
13041,ENSMUSG00000087687,Pet100,-0.1152243815,3.21165271,0.491641494705,0.4831959836247853,0.9388654216183528,NS,PET100 homolog
3290,ENSMUSG00000024151,Msh2,-0.0817601352,3.97443999,0.4912904617628,0.48335222308825554,0.9388969370056264,NS,mutS homolog 2
172,ENSMUSG00000001333,Sync,-0.0776242353,5.44386637,0.484501608542,0.48639031741337346,0.9391688002349273,NS,syncoilin
190,ENSMUSG00000001441,Npepps,-0.0709656627,6.37431569,0.4614161894271,0.4969628579226239,0.9391688002349273,NS,aminopeptidase puromycin sensitive
232,ENSMUSG00000001761,Smo,0.1279065535,2.8937253,0.4585633962711,0.4982961382062834,0.9391688002349273,NS,"smoothened, frizzled class receptor"
263,ENSMUSG00000001964,Emd,-0.0701987799,4.72804503,0.4678705560188,0.4939684468987115,0.9391688002349273,NS,emerin
325,ENSMUSG00000002345,Borcs8,-0.1275519057,2.43238046,0.4806953194489,0.4881075341993931,0.9391688002349273,NS,BLOC-1 related complex subunit 8
480,ENSMUSG00000003527,Ess2,-0.0994135423,3.34977112,0.4712995739059,0.49238991057222953,0.9391688002349273,NS,ess-2 splicing factor
560,ENSMUSG00000004328,Hif3a,0.1718088832,1.57591671,0.4632937844405,0.49608862850792174,0.9391688002349273,NS,"hypoxia inducible factor 3, alpha subunit"
596,ENSMUSG00000004698,Hdac9,-0.1251772161,2.82355347,0.4582598662272,0.4984383518040674,0.9391688002349273,NS,histone deacetylase 9
748,ENSMUSG00000006169,Clint1,-0.0720522921,6.05915974,0.4710344819634,0.49251164307012246,0.9391688002349273,NS,clathrin interactor 1
820,ENSMUSG00000006728,Cdk4,-0.0698987225,4.5955475,0.4609081603139,0.4971998488694605,0.9391688002349273,NS,cyclin-dependent kinase 4
839,ENSMUSG00000007033,Hspa1l,-0.0795129466,5.20398265,0.4844400449467,0.4864180122445591,0.9391688002349273,NS,heat shock protein 1-like
923,ENSMUSG00000008658,Rbfox1,-0.077646235,7.27721509,0.4723400880305,0.4919125839386007,0.9391688002349273,NS,"RNA binding protein, fox-1 homolog (C. elegans) 1"
934,ENSMUSG00000008855,Hdac5,-0.0768546468,6.75069462,0.4636020983138,0.4959453218985117,0.9391688002349273,NS,histone deacetylase 5
961,ENSMUSG00000009470,Tnpo1,-0.0890484687,5.36222606,0.4907806052198,0.4835793008536221,0.9391688002349273,NS,transportin 1
1014,ENSMUSG00000010358,Ifi35,0.1346253774,3.10818442,0.4700171813475,0.4929792644290694,0.9391688002349273,NS,interferon-induced protein 35
1023,ENSMUSG00000010517,Faf1,-0.0701968552,6.33801938,0.4669563883732,0.4943907145624835,0.9391688002349273,NS,Fas-associated factor 1
1222,ENSMUSG00000015342,Xk,0.1127386899,2.60608301,0.4776313935006,0.48949716139580823,0.9391688002349273,NS,X-linked Kx blood group
1232,ENSMUSG00000015468,Notch4,-0.0847674446,4.24795256,0.4785062651759,0.4890996972629879,0.9391688002349273,NS,notch 4
1242,ENSMUSG00000015568,Lpl,-0.0982923822,9.29965642,0.4595840875322,0.4978184145673077,0.9391688002349273,NS,lipoprotein lipase
1324,ENSMUSG00000016495,Plgrkt,0.1127668407,2.87697857,0.4856586050024,0.4858703194229156,0.9391688002349273,NS,"plasminogen receptor, C-terminal lysine transmembrane protein"
1389,ENSMUSG00000017561,Crlf3,0.135342502,2.01537299,0.4805981535804,0.4881515025011692,0.9391688002349273,NS,cytokine receptor-like factor 3
1403,ENSMUSG00000017715,Pgs1,0.0730545977,4.79012956,0.4667785186908,0.4944729456850849,0.9391688002349273,NS,phosphatidylglycerophosphate synthase 1
1460,ENSMUSG00000018341,Il12rb2,0.1601331632,1.59592041,0.4829551992148,0.4870867733386466,0.9391688002349273,NS,"interleukin 12 receptor, beta 2"
1462,ENSMUSG00000018362,Kpna2,0.1035551642,3.66143277,0.479824454117,0.48850184244948175,0.9391688002349273,NS,karyopherin (importin) alpha 2
1497,ENSMUSG00000018559,Ctdnep1,0.0810139645,6.71573787,0.4661387574477,0.4947689044810121,0.9391688002349273,NS,CTD nuclear envelope phosphatase 1
1611,ENSMUSG00000019518,Ap4m1,-0.0831204435,4.05572292,0.4824822909982,0.487300087072788,0.9391688002349273,NS,"adaptor-related protein complex AP-4, mu 1"
1674,ENSMUSG00000019854,Reps1,-0.080104121,4.24366437,0.4745388307245,0.490906471347921,0.9391688002349273,NS,RalBP1 associated Eps domain containing protein
1732,ENSMUSG00000020019,Ntn4,0.1392389711,3.52819412,0.4661225747249,0.49477639460202755,0.9391688002349273,NS,netrin 4
1754,ENSMUSG00000020070,Rufy2,0.1408450509,2.41092158,0.4759486430747,0.4902631684977956,0.9391688002349273,NS,RUN and FYVE domain-containing 2
1789,ENSMUSG00000020128,Vps54,0.0729910588,4.76120267,0.4867227037001,0.48539288491428095,0.9391688002349273,NS,VPS54 GARP complex subunit
1802,ENSMUSG00000020152,Actr2,0.0733373545,5.16592114,0.4575775009618,0.49875831281366834,0.9391688002349273,NS,ARP2 actin-related protein 2
1922,ENSMUSG00000020402,Vdac1,-0.0713546715,10.19287766,0.4579249948251,0.4985953295436514,0.9391688002349273,NS,voltage-dependent anion channel 1
1957,ENSMUSG00000020472,Zkscan17,-0.074323947,5.10866435,0.4616030866923,0.49687572002387,0.9391688002349273,NS,zinc finger with KRAB and SCAN domains 17
2066,ENSMUSG00000020700,Map3k3,-0.0672132182,4.99880523,0.4671665624636,0.49429357836197346,0.9391688002349273,NS,mitogen-activated protein kinase kinase kinase 3
2077,ENSMUSG00000020720,Psmd12,-0.0787839558,6.72414356,0.4748525816791,0.49076318374563704,0.9391688002349273,NS,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
2078,ENSMUSG00000020721,Helz,0.0722702275,4.53703576,0.4864741226356,0.48550434753942046,0.9391688002349273,NS,helicase with zinc finger domain
2097,ENSMUSG00000020770,Unk,-0.0964265586,3.37450134,0.4659227590116,0.49486889437148335,0.9391688002349273,NS,unkempt family zinc finger
2172,ENSMUSG00000020910,Adprm,-0.1275800866,2.26342809,0.4646171714143,0.4954740006106844,0.9391688002349273,NS,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
2173,ENSMUSG00000020911,Krt19,0.3580108593,-0.45276644,0.4860624710377,0.4856890233815239,0.9391688002349273,NS,keratin 19
2205,ENSMUSG00000020993,Trappc6b,0.0758720568,5.21736541,0.4763512975314,0.49007969385259953,0.9391688002349273,NS,trafficking protein particle complex 6B
2260,ENSMUSG00000021127,Zfp36l1,0.0837162135,4.08149552,0.4695572734944,0.493190913958122,0.9391688002349273,NS,"zinc finger protein 36, C3H type-like 1"
2310,ENSMUSG00000021253,Tgfb3,-0.0767660285,5.11999315,0.46106348851,0.4971273694374243,0.9391688002349273,NS,"transforming growth factor, beta 3"
2328,ENSMUSG00000021279,Cdc42bpb,-0.0734315831,5.50434394,0.4768534729215,0.489851031580916,0.9391688002349273,NS,CDC42 binding protein kinase beta
2331,ENSMUSG00000021282,Eif5,0.0702677211,7.6002134,0.4582166557282,0.4984586028985262,0.9391688002349273,NS,eukaryotic translation initiation factor 5
2371,ENSMUSG00000021408,Ripk1,0.1348910259,2.38303869,0.4722095715462,0.4919724147452134,0.9391688002349273,NS,receptor (TNFRSF)-interacting serine-threonine kinase 1
2375,ENSMUSG00000021418,Rpp40,-0.1313468584,2.48984363,0.4766993083426,0.48992121049120674,0.9391688002349273,NS,ribonuclease P 40 subunit
2394,ENSMUSG00000021476,Habp4,-0.0726547858,5.18550674,0.4589940996297,0.4980944575920435,0.9391688002349273,NS,hyaluronic acid binding protein 4
2465,ENSMUSG00000021666,Gfm2,-0.0771736071,6.32640137,0.460962787334,0.4971743567089617,0.9391688002349273,NS,"G elongation factor, mitochondrial 2"
2493,ENSMUSG00000021715,Cwc27,-0.0895800428,3.7219546,0.4651369997622,0.4952329244856375,0.9391688002349273,NS,CWC27 spliceosome-associated protein
2676,ENSMUSG00000022148,Fyb,0.2910952033,0.21565716,0.4763181031652,0.4900948149590123,0.9391688002349273,NS,FYN binding protein
2731,ENSMUSG00000022283,Pabpc1,0.0756610964,6.17497754,0.4713156704462,0.49238252052483467,0.9391688002349273,NS,"poly(A) binding protein, cytoplasmic 1"
2764,ENSMUSG00000022359,Wdyhv1,-0.1946422351,1.18621347,0.4729988846071,0.4916107668830817,0.9391688002349273,NS,WDYHV motif containing 1
2780,ENSMUSG00000022389,Tef,0.0849734176,8.42893802,0.4676721673544,0.49406003411255633,0.9391688002349273,NS,thyrotroph embryonic factor
2909,ENSMUSG00000022668,Gtpbp8,-0.0949561095,3.45312841,0.4894760209863,0.4841611326085216,0.9391688002349273,NS,GTP-binding protein 8 (putative)
2956,ENSMUSG00000022773,Ypel1,-0.2358618238,0.31010863,0.4876802446624,0.4849639229866517,0.9391688002349273,NS,yippee like 1
2957,ENSMUSG00000022774,Ncbp2,0.1005246577,3.32681787,0.4713439326264,0.4923695455862493,0.9391688002349273,NS,nuclear cap binding protein subunit 2
3046,ENSMUSG00000022974,Paxbp1,-0.0925904536,3.77477845,0.4642681416592,0.49563597786659375,0.9391688002349273,NS,PAX3 and PAX7 binding protein 1
3158,ENSMUSG00000023826,Prkn,-0.0897224647,3.95754595,0.4615454561275,0.4969025866149713,0.9391688002349273,NS,parkin RBR E3 ubiquitin protein ligase
3389,ENSMUSG00000024384,Iws1,-0.0756414237,4.69170101,0.4576551358541,0.4987218922931094,0.9391688002349273,NS,"IWS1, SUPT6 interacting protein"
3490,ENSMUSG00000024645,Timm21,-0.1019533238,4.01699336,0.4662881686306,0.4946997590004599,0.9391688002349273,NS,translocase of inner mitochondrial membrane 21
3507,ENSMUSG00000024687,Osbp,-0.071228606,6.73328597,0.4573789354473,0.49885148548592334,0.9391688002349273,NS,oxysterol binding protein
3720,ENSMUSG00000025184,R3hcc1l,-0.1017822125,3.58887129,0.4777720083941,0.489433242187125,0.9391688002349273,NS,R3H domain and coiled-coil containing 1 like
3742,ENSMUSG00000025223,Ldb1,-0.0779104119,4.77487699,0.4671734401885,0.49429040022425175,0.9391688002349273,NS,LIM domain binding 1
3758,ENSMUSG00000025243,Slc6a20b,-0.081751206,4.01732405,0.4604113420761,0.49743179465685106,0.9391688002349273,NS,"solute carrier family 6 (neurotransmitter transporter), member 20B"
3917,ENSMUSG00000025731,Mettl26,-0.1041493689,4.03242012,0.4828803979189,0.4871205034919042,0.9391688002349273,NS,methyltransferase like 26
4080,ENSMUSG00000026112,Coa5,0.0733970336,7.19873524,0.4681612702663,0.49383428854656786,0.9391688002349273,NS,cytochrome C oxidase assembly factor 5
4182,ENSMUSG00000026377,Nifk,-0.0836319917,3.91856488,0.4683567258396,0.49374412439245136,0.9391688002349273,NS,nucleolar protein interacting with the FHA domain of MKI67
4230,ENSMUSG00000026482,Rgl1,0.1347419526,3.17324947,0.487410515867,0.48508469344864474,0.9391688002349273,NS,"ral guanine nucleotide dissociation stimulator,-like 1"
4293,ENSMUSG00000026637,Traf5,0.1858998567,0.79447263,0.4614049057611,0.49696811957924414,0.9391688002349273,NS,TNF receptor-associated factor 5
4418,ENSMUSG00000026896,Ifih1,0.1334151822,2.13921047,0.4769567146857,0.489804043157014,0.9391688002349273,NS,interferon induced with helicase C domain 1
4432,ENSMUSG00000026930,Gpsm1,0.1446927605,1.7624576,0.4772073885493,0.48968998521388313,0.9391688002349273,NS,"G-protein signalling modulator 1 (AGS3-like, C. elegans)"
4604,ENSMUSG00000027368,Dusp2,-0.2438776928,0.13946613,0.4815377824313,0.48772658885454045,0.9391688002349273,NS,dual specificity phosphatase 2
4641,ENSMUSG00000027463,Slc52a3,-0.2504148299,0.35999449,0.4881979788322,0.4847322478282895,0.9391688002349273,NS,"solute carrier protein family 52, member 3"
4673,ENSMUSG00000027544,Nfatc2,-0.0883927606,4.34192935,0.4575748579037,0.498759552819345,0.9391688002349273,NS,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2"
4741,ENSMUSG00000027694,Gm8325,0.1724293658,1.53731942,0.4766664070402,0.4899361900154775,0.9391688002349273,NS,predicted pseudogene 8325
4761,ENSMUSG00000027770,Dhx36,-0.0713135084,5.01873874,0.4809376278506,0.48799791644437424,0.9391688002349273,NS,DEAH (Asp-Glu-Ala-His) box polypeptide 36
4775,ENSMUSG00000027804,Ppid,0.0967106349,5.08780322,0.4776538556132,0.4894869498767718,0.9391688002349273,NS,peptidylprolyl isomerase D (cyclophilin D)
4850,ENSMUSG00000027993,Trim2,0.1755201297,1.37979574,0.4832087120374,0.486972485589372,0.9391688002349273,NS,tripartite motif-containing 2
4922,ENSMUSG00000028128,F3,0.2169512008,2.6628611,0.4801692663319,0.4883456559376906,0.9391688002349273,NS,coagulation factor III
5018,ENSMUSG00000028381,Ugcg,-0.1374385491,2.57687054,0.4743451661801,0.4909949512947612,0.9391688002349273,NS,UDP-glucose ceramide glucosyltransferase
5069,ENSMUSG00000028466,Creb3,-0.0738945079,4.56359734,0.4743672463005,0.49098486215663634,0.9391688002349273,NS,cAMP responsive element binding protein 3
5156,ENSMUSG00000028668,Eloa,-0.0770614384,6.32228733,0.4747773151636,0.4907975510072706,0.9391688002349273,NS,elongin A
5310,ENSMUSG00000028982,Slc25a33,0.1116827797,4.08750363,0.4602023943979,0.49752939908594845,0.9391688002349273,NS,"solute carrier family 25, member 33"
5327,ENSMUSG00000029014,Dnajc2,-0.0729204815,5.06980038,0.4732127674745,0.4915128464569812,0.9391688002349273,NS,DnaJ heat shock protein family (Hsp40) member C2
5335,ENSMUSG00000029030,Tprgl,-0.0781407307,6.95919113,0.4633309025618,0.49607137203159546,0.9391688002349273,NS,transformation related protein 63 regulated like
5341,ENSMUSG00000029048,Rer1,0.0744539608,5.59184612,0.4694731799045,0.49322963028806366,0.9391688002349273,NS,retention in endoplasmic reticulum sorting receptor 1
5364,ENSMUSG00000029090,Adgra3,0.1034422773,3.54784421,0.4898449885006,0.4839964596676994,0.9391688002349273,NS,adhesion G protein-coupled receptor A3
5419,ENSMUSG00000029190,D5Ertd579e,-0.0797932466,7.07996901,0.4828579337459,0.4871306340193499,0.9391688002349273,NS,"DNA segment, Chr 5, ERATO Doi 579, expressed"
5470,ENSMUSG00000029330,Cds1,-0.1535480767,2.23986331,0.4865399341968,0.48547483381340023,0.9391688002349273,NS,CDP-diacylglycerol synthase 1
5587,ENSMUSG00000029581,Fscn1,0.1101978276,2.97490998,0.4776645215667,0.48948210114336294,0.9391688002349273,NS,fascin actin-bundling protein 1
5643,ENSMUSG00000029708,Gcc1,-0.0942018417,3.72905709,0.4777560598532,0.4894404912047222,0.9391688002349273,NS,golgi coiled coil 1
5729,ENSMUSG00000030037,Mrpl53,-0.0869617579,5.35832767,0.4655512644786,0.49504094593412545,0.9391688002349273,NS,mitochondrial ribosomal protein L53
5732,ENSMUSG00000030047,Arhgap25,-0.2136091529,0.35840387,0.4636154009628,0.4959391402967446,0.9391688002349273,NS,Rho GTPase activating protein 25
5740,ENSMUSG00000030061,Uba3,-0.0688807964,4.88450298,0.4579334317777,0.4985913735240749,0.9391688002349273,NS,ubiquitin-like modifier activating enzyme 3
5793,ENSMUSG00000030213,Atf7ip,-0.0755491267,5.53679951,0.4771158502714,0.48973163048782353,0.9391688002349273,NS,activating transcription factor 7 interacting protein
5821,ENSMUSG00000030275,Etnk1,0.0790537801,5.0578249,0.4813118825984,0.4878286878952165,0.9391688002349273,NS,ethanolamine kinase 1
5848,ENSMUSG00000030335,Mrpl51,-0.07034117,6.45420722,0.463601131399,0.49594577121878486,0.9391688002349273,NS,mitochondrial ribosomal protein L51
5859,ENSMUSG00000030374,Strn4,-0.0725974157,4.56083516,0.4635017345571,0.4959919640704286,0.9391688002349273,NS,"striatin, calmodulin binding protein 4"
5930,ENSMUSG00000030589,Rasgrp4,0.1595075038,2.09477038,0.4736421860776,0.49131634727991585,0.9391688002349273,NS,RAS guanyl releasing protein 4
5999,ENSMUSG00000030741,Spns1,0.0728471149,4.89554805,0.4637677783628,0.49586834137098074,0.9391688002349273,NS,spinster homolog 1
6119,ENSMUSG00000031090,Nadsyn1,-0.1729013828,1.20539323,0.4875602104988,0.48501766187697887,0.9391688002349273,NS,NAD synthetase 1
6173,ENSMUSG00000031232,Magt1,0.0765241373,4.54046354,0.484399451357,0.48643627499530245,0.9391688002349273,NS,magnesium transporter 1
6201,ENSMUSG00000031320,Rps4x,-0.0728743904,7.77955696,0.4620286824368,0.4966773888967186,0.9391688002349273,NS,"ribosomal protein S4, X-linked"
6206,ENSMUSG00000031340,Gabre,0.3521283624,-0.73317057,0.4839570583872,0.48663537794128137,0.9391688002349273,NS,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon"
6403,ENSMUSG00000031767,Nudt7,-0.1114253996,3.6494836,0.4795180878144,0.48864068414924394,0.9391688002349273,NS,nudix (nucleoside diphosphate linked moiety X)-type motif 7
6435,ENSMUSG00000031826,Usp10,-0.0740933356,5.41463674,0.4878616884053,0.4848827099084415,0.9391688002349273,NS,ubiquitin specific peptidase 10
6460,ENSMUSG00000031878,Nae1,0.0736138534,4.35950659,0.4885699808825,0.4845658975729306,0.9391688002349273,NS,NEDD8 activating enzyme E1 subunit 1
6558,ENSMUSG00000032089,Il10ra,0.2048982483,0.7078727,0.4642799556001,0.49563049381128793,0.9391688002349273,NS,"interleukin 10 receptor, alpha"
6627,ENSMUSG00000032281,Acsbg1,0.3344402666,-0.5964186,0.4781126275991,0.4892784647653955,0.9391688002349273,NS,acyl-CoA synthetase bubblegum family member 1
6629,ENSMUSG00000032288,Imp3,-0.0777916376,4.83216809,0.4666481307266,0.4945332400827606,0.9391688002349273,NS,"IMP3, U3 small nucleolar ribonucleoprotein"
6714,ENSMUSG00000032435,Dync1li1,-0.0684754971,4.89413374,0.4640350862845,0.49574418353667626,0.9391688002349273,NS,dynein cytoplasmic 1 light intermediate chain 1
6752,ENSMUSG00000032523,Hhatl,-0.0771261527,6.90107749,0.4744950252991,0.4909264824989856,0.9391688002349273,NS,hedgehog acyltransferase-like
6762,ENSMUSG00000032547,Ryk,0.0796779579,5.9314894,0.4702963199493,0.4928508791019678,0.9391688002349273,NS,receptor-like tyrosine kinase
6767,ENSMUSG00000032554,Trf,-0.2729994796,5.80103256,0.4636945421585,0.4959023668941768,0.9391688002349273,NS,transferrin
6792,ENSMUSG00000032601,Prkar2a,0.0751564453,7.97367524,0.4828599167055,0.4871297397624061,0.9391688002349273,NS,"protein kinase, cAMP dependent regulatory, type II alpha"
6807,ENSMUSG00000032643,Fhl3,-0.0782461098,7.70001663,0.4638231008504,0.4958426411635318,0.9391688002349273,NS,four and a half LIM domains 3
6884,ENSMUSG00000032942,Ucp3,-0.1197169247,7.81788309,0.4819333745134,0.48754788012958206,0.9391688002349273,NS,"uncoupling protein 3 (mitochondrial, proton carrier)"
6922,ENSMUSG00000033096,Apmap,0.0725089631,4.55888616,0.4574528472836,0.49881680047500687,0.9391688002349273,NS,adipocyte plasma membrane associated protein
7086,ENSMUSG00000033792,Atp7a,-0.1306785239,2.44745256,0.4723459225963,0.49190990956617286,0.9391688002349273,NS,"ATPase, Cu++ transporting, alpha polypeptide"
7116,ENSMUSG00000033940,Brk1,-0.0746931006,5.02085485,0.4696570861968,0.4931449672276016,0.9391688002349273,NS,"BRICK1, SCAR/WAVE actin-nucleating complex subunit"
7168,ENSMUSG00000034160,Ogt,-0.076789758,7.19461388,0.4610787385566,0.49712025440376095,0.9391688002349273,NS,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylgluco
7271,ENSMUSG00000034543,Morc2a,-0.0811759495,4.90804572,0.481541530311,0.4877248952396024,0.9391688002349273,NS,microrchidia 2A
7338,ENSMUSG00000034789,Rab24,-0.0731438717,5.29947849,0.4602377036404,0.49751290302752593,0.9391688002349273,NS,"RAB24, member RAS oncogene family"
7350,ENSMUSG00000034839,Larp6,0.1705053886,1.23000618,0.4671812557184,0.494286788776522,0.9391688002349273,NS,"La ribonucleoprotein domain family, member 6"
7486,ENSMUSG00000035392,Dennd1a,0.0758559458,4.57862519,0.4604304650506,0.4974228634763724,0.9391688002349273,NS,DENN/MADD domain containing 1A
7522,ENSMUSG00000035596,Mboat7,-0.1087766911,3.33382442,0.4737383097106,0.49127237970717574,0.9391688002349273,NS,membrane bound O-acyltransferase domain containing 7
7791,ENSMUSG00000036781,Rps27l,-0.0793051337,5.69765107,0.4771589988932,0.48971199931808507,0.9391688002349273,NS,ribosomal protein S27-like
7839,ENSMUSG00000036955,Kifbp,-0.0743058711,5.14708614,0.4774235307264,0.4895916748947642,0.9391688002349273,NS,kinesin family binding protein
7850,ENSMUSG00000036989,Trim3,-0.0753101028,4.48686234,0.4896801600347,0.48407001241437336,0.9391688002349273,NS,tripartite motif-containing 3
7963,ENSMUSG00000037373,Ctbp1,-0.0782656609,7.63409276,0.4761789924343,0.4901581928538527,0.9391688002349273,NS,C-terminal binding protein 1
7965,ENSMUSG00000037376,Trmt6,0.0955343069,3.38490938,0.4746768005191,0.4908434530215768,0.9391688002349273,NS,tRNA methyltransferase 6
7966,ENSMUSG00000037379,Spon2,-0.2679591163,0.19606541,0.4688543153034,0.4935147097324664,0.9391688002349273,NS,"spondin 2, extracellular matrix protein"
7984,ENSMUSG00000037461,Ints7,0.1180481385,2.62672095,0.4688711174201,0.4935069662027882,0.9391688002349273,NS,integrator complex subunit 7
7992,ENSMUSG00000037499,Nenf,-0.0864675534,5.05338608,0.4818500783361,0.4875855001427538,0.9391688002349273,NS,neuron derived neurotrophic factor
8126,ENSMUSG00000038007,Acer2,0.1292538498,2.43704127,0.4847608175173,0.4862737390148607,0.9391688002349273,NS,alkaline ceramidase 2
8127,ENSMUSG00000038013,Wipf2,0.1331111283,2.89464736,0.4705324669979,0.49274231078530384,0.9391688002349273,NS,"WAS/WASL interacting protein family, member 2"
8159,ENSMUSG00000038121,Fam210a,-0.081669202,7.08336347,0.4858971802329,0.48576320912673593,0.9391688002349273,NS,"family with sequence similarity 210, member A"
8194,ENSMUSG00000038213,Tapbpl,-0.1258485321,2.18910204,0.4652062144421,0.4952008403051892,0.9391688002349273,NS,TAP binding protein-like
8320,ENSMUSG00000038570,Saxo2,0.3730284826,-0.77537987,0.4605557903335,0.49736433834837496,0.9391688002349273,NS,stabilizer of axonemal microtubules 2
8354,ENSMUSG00000038683,Pak1ip1,-0.0720609313,4.90162469,0.4698765747263,0.4930439554175716,0.9391688002349273,NS,PAK1 interacting protein 1
8372,ENSMUSG00000038736,Nudcd1,-0.1187539941,2.95562141,0.4731243403823,0.4915533264312364,0.9391688002349273,NS,NudC domain containing 1
8394,ENSMUSG00000038812,Trmt112,-0.0771172406,5.10510035,0.4794157436512,0.4886870799746661,0.9391688002349273,NS,tRNA methyltransferase 11-2
8430,ENSMUSG00000038954,Supt3,-0.1041691337,3.36357864,0.4813201243255,0.48782496229113986,0.9391688002349273,NS,"SPT3, SAGA and STAGA complex component"
8582,ENSMUSG00000039480,Nt5dc1,-0.130204263,2.65486751,0.4817508762704,0.4876303102027324,0.9391688002349273,NS,5'-nucleotidase domain containing 1
8733,ENSMUSG00000040048,Ndufb10,-0.0780418389,7.55997892,0.4755879905011,0.49042760172344985,0.9391688002349273,NS,NADH:ubiquinone oxidoreductase subunit B10
8773,ENSMUSG00000040242,Fgfr1op2,0.072364102,5.94019837,0.4713063498401,0.49238679966528287,0.9391688002349273,NS,FGFR1 oncogene partner 2
8836,ENSMUSG00000040462,Os9,0.0795826232,4.30784191,0.4641100601971,0.49570936943349586,0.9391688002349273,NS,amplified in osteosarcoma
