,Ensembl,Symbol,s22mo_C_F-s06mo_C_F_logFC,s22mo_C_F-s06mo_C_F_logCPM,s22mo_C_F-s06mo_C_F_LR,s22mo_C_F-s06mo_C_F_PValue,s22mo_C_F-s06mo_C_F_Status,s22mo_C_F-s06mo_C_F_Status,Description
11745,ENSMUSG00000066232,Ipo7,-0.148850831,7.0682841,0.95444307795557,0.32859,0.79302,NS,importin 7
11833,ENSMUSG00000067653,Ankrd23,-0.1710133151,11.7350986,0.95689203439508,0.32797,0.79302,NS,ankyrin repeat domain 23
12945,ENSMUSG00000087138,Gm15545,0.3326608436,0.4327429,0.96091514318504,0.32696,0.79302,NS,predicted gene 15545
12970,ENSMUSG00000087381,Gm16008,0.3915902306,-0.1271052,0.95562638608955,0.32829,0.79302,NS,predicted gene 16008
14271,ENSMUSG00000118434,Gm13301,-0.6491529103,-0.7062748,0.95900438750935,0.32744,0.79302,NS,predicted gene 13301
2441,ENSMUSG00000021607,Mrpl36,0.1265628294,4.4362989,0.95318634918856,0.32891,0.79326,NS,mitochondrial ribosomal protein L36
1264,ENSMUSG00000015790,Surf1,0.1128690661,4.4407292,0.95193734569207,0.32923,0.79349,NS,surfeit gene 1
2310,ENSMUSG00000021257,Angel1,0.1741631525,3.1731381,0.95209767766331,0.32919,0.79349,NS,angel homolog 1
3508,ENSMUSG00000024747,Aldh1a7,-0.5083303443,0.0412916,0.9521405708125,0.32918,0.79349,NS,"aldehyde dehydrogenase family 1, subfamily A7"
10097,ENSMUSG00000048583,Igf2,0.1476687975,3.6212602,0.95235124714483,0.32912,0.79349,NS,insulin-like growth factor 2
3245,ENSMUSG00000024082,Ndufaf7,0.142947008,3.7601442,0.95069667580808,0.32954,0.79372,NS,NADH:ubiquinone oxidoreductase complex assembly factor 7
7276,ENSMUSG00000034639,Setmar,-0.2227762592,1.9981843,0.95047712635411,0.3296,0.79372,NS,SET domain without mariner transposase fusion
10101,ENSMUSG00000048647,Exd1,0.2513898295,1.7072263,0.95047886462117,0.3296,0.79372,NS,exonuclease 3'-5' domain containing 1
11054,ENSMUSG00000057363,Uxs1,0.2065356701,3.2571385,0.95095122760975,0.32948,0.79372,NS,UDP-glucuronate decarboxylase 1
12120,ENSMUSG00000071669,Snx29,-0.2513040179,1.7332101,0.95023979494677,0.32966,0.79372,NS,sorting nexin 29
13116,ENSMUSG00000090877,Hspa1b,-0.2383557085,3.1290821,0.95043910307509,0.32961,0.79372,NS,heat shock protein 1B
278,ENSMUSG00000002043,Trappc6a,-0.2120982336,1.9586387,0.94147388531976,0.3319,0.7938,NS,trafficking protein particle complex 6A
299,ENSMUSG00000002227,Mov10,-0.3093554807,0.4305658,0.9420229865281,0.33176,0.7938,NS,Mov10 RISC complex RNA helicase
720,ENSMUSG00000005936,Kctd20,0.1298664162,5.3181209,0.94434249899024,0.33116,0.7938,NS,potassium channel tetramerisation domain containing 20
1181,ENSMUSG00000015016,Acsf3,0.1714147671,3.6732003,0.94441359534491,0.33115,0.7938,NS,acyl-CoA synthetase family member 3
1729,ENSMUSG00000020022,Ndufa12,0.1252429044,7.1559523,0.94151540088058,0.33189,0.7938,NS,NADH:ubiquinone oxidoreductase subunit A12
1796,ENSMUSG00000020152,Actr2,-0.128489928,5.1006516,0.94529918386937,0.33092,0.7938,NS,ARP2 actin-related protein 2
3020,ENSMUSG00000022913,Psmg1,0.1819093974,2.7808082,0.94336330554586,0.33141,0.7938,NS,"proteasome (prosome, macropain) assembly chaperone 1"
3347,ENSMUSG00000024302,Dtna,0.1419130257,6.4834924,0.94114389425376,0.33198,0.7938,NS,dystrobrevin alpha
3352,ENSMUSG00000024317,Rnf138,0.2138535982,2.137989,0.94669999055717,0.33056,0.7938,NS,ring finger protein 138
3436,ENSMUSG00000024538,Ppic,0.1544590594,3.4801122,0.94932685410855,0.32989,0.7938,NS,peptidylprolyl isomerase C
3768,ENSMUSG00000025316,Banp,-0.1965733875,2.7488389,0.94163994824761,0.33186,0.7938,NS,BTG3 associated nuclear protein
3793,ENSMUSG00000025375,Aatk,0.254502989,3.8452886,0.9415501552092,0.33188,0.7938,NS,apoptosis-associated tyrosine kinase
4464,ENSMUSG00000027087,Itgav,0.1311552235,4.5858939,0.94686388787774,0.33052,0.7938,NS,integrin alpha V
5275,ENSMUSG00000028957,Per3,0.15786825,4.7956783,0.94474027343025,0.33106,0.7938,NS,period circadian clock 3
5284,ENSMUSG00000028970,Abcb1b,-0.1968013127,3.7625437,0.94390236248103,0.33128,0.7938,NS,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B"
5387,ENSMUSG00000029168,Dpysl5,0.3255121929,0.4665063,0.94304293208908,0.3315,0.7938,NS,dihydropyrimidinase-like 5
5754,ENSMUSG00000030137,Tuba8,0.1441987465,7.5325026,0.94274785765916,0.33157,0.7938,NS,"tubulin, alpha 8"
5810,ENSMUSG00000030298,Sec13,0.1166289307,5.3342886,0.94076235413923,0.33208,0.7938,NS,"SEC13 homolog, nuclear pore and COPII coat complex component"
6793,ENSMUSG00000032688,Malt1,0.1697132099,2.7990093,0.94170948335707,0.33184,0.7938,NS,MALT1 paracaspase
6909,ENSMUSG00000033126,Ybey,0.1828324841,2.5796719,0.94765584952185,0.33032,0.7938,NS,ybeY metallopeptidase
6994,ENSMUSG00000033478,Fhip2a,0.1181001655,4.4305783,0.94101889487201,0.33202,0.7938,NS,FHF complex subunit HOOK interacting protein 2A
7318,ENSMUSG00000034795,Ccdc122,-0.3349127951,1.0016906,0.94084620843131,0.33206,0.7938,NS,coiled-coil domain containing 122
7771,ENSMUSG00000036822,Topors,0.13505374,3.8004801,0.94244930070029,0.33165,0.7938,NS,"topoisomerase I binding, arginine/serine-rich"
7981,ENSMUSG00000037577,Ephx3,0.4117617739,-0.5597096,0.94237502842347,0.33167,0.7938,NS,epoxide hydrolase 3
8043,ENSMUSG00000037826,Ppm1k,0.2204983013,3.3525903,0.9410441236629,0.33201,0.7938,NS,protein phosphatase 1K (PP2C domain containing)
8127,ENSMUSG00000038095,Sbno1,0.1134377978,5.3757106,0.94227814035929,0.33169,0.7938,NS,strawberry notch 1
8280,ENSMUSG00000038543,BC028528,0.4102642685,-0.3054518,0.94828699999303,0.33016,0.7938,NS,cDNA sequence BC028528
9380,ENSMUSG00000043004,Gng2,-0.2712467142,1.7114481,0.94207035763634,0.33175,0.7938,NS,"guanine nucleotide binding protein (G protein), gamma 2"
9434,ENSMUSG00000043445,Pgp,0.1244534712,6.7973359,0.94799671746861,0.33023,0.7938,NS,phosphoglycolate phosphatase
10177,ENSMUSG00000049285,Mblac1,0.310375086,0.2357007,0.94561657520194,0.33084,0.7938,NS,metallo-beta-lactamase domain containing 1
10270,ENSMUSG00000049950,Rpp38,0.2505026237,1.7463054,0.94724400088136,0.33042,0.7938,NS,ribonuclease P/MRP 38 subunit
10544,ENSMUSG00000052395,Rft1,-0.1900961804,2.8530897,0.94461054179585,0.33109,0.7938,NS,RFT1 homolog
11314,ENSMUSG00000060147,Serpinb6a,-0.1468837231,7.4392884,0.94055647795073,0.33213,0.7938,NS,"serine (or cysteine) peptidase inhibitor, clade B, member 6a"
11956,ENSMUSG00000069729,Arid1b,0.1196985765,5.783953,0.94600917850135,0.33074,0.7938,NS,AT rich interactive domain 1B (SWI-like)
12531,ENSMUSG00000078878,Gm14305,-0.3463053369,0.3677408,0.94919223515483,0.32992,0.7938,NS,predicted gene 14305
12712,ENSMUSG00000083396,Gm15542,0.3873965347,0.1105474,0.94527184503355,0.33093,0.7938,NS,predicted gene 15542
13149,ENSMUSG00000091537,Tma7,0.1216955237,6.5343643,0.94084493186899,0.33206,0.7938,NS,translational machinery associated 7
13439,ENSMUSG00000097715,Gpr137b-ps,-0.2539883666,1.1827498,0.9482121870046,0.33017,0.7938,NS,"G protein-coupled receptor 137B, pseudogene"
13442,ENSMUSG00000097743,Gm16973,-0.2284747171,1.579518,0.94277582381533,0.33156,0.7938,NS,"predicted gene, 16973"
13519,ENSMUSG00000099519,Gm29253,-0.7102517042,-0.1685647,0.94515041926217,0.33096,0.7938,NS,predicted gene 29253
13576,ENSMUSG00000100954,Gm10138,0.1755076988,2.9175019,0.94080316627714,0.33207,0.7938,NS,predicted gene 10138
13827,ENSMUSG00000107335,Gm43372,0.2444727279,1.4673234,0.94224636865217,0.3317,0.7938,NS,predicted gene 43372
13978,ENSMUSG00000110444,Gm10033,0.1926672438,2.9319814,0.94633305146222,0.33065,0.7938,NS,predicted gene 10033
14077,ENSMUSG00000113302,Gm32219,-0.2179248967,2.1543388,0.94231529774783,0.33168,0.7938,NS,"predicted gene, 32219"
1960,ENSMUSG00000020483,Dynll2,0.1464236706,8.1497493,0.9397653057184,0.33234,0.79389,NS,dynein light chain LC8-type 2
10528,ENSMUSG00000052296,Ppp6r1,-0.1137456689,6.2373836,0.93997737756285,0.33228,0.79389,NS,"protein phosphatase 6, regulatory subunit 1"
12500,ENSMUSG00000078676,Casc3,0.1114482615,4.7025032,0.94014614968291,0.33224,0.79389,NS,cancer susceptibility candidate 3
3484,ENSMUSG00000024665,Fads2,-0.2442769439,1.4983887,0.93953002003821,0.3324,0.7939,NS,fatty acid desaturase 2
26,ENSMUSG00000000244,Tspan32,-0.5250431426,-1.1025181,0.93852838349568,0.33266,0.79412,NS,tetraspanin 32
2396,ENSMUSG00000021486,Prelid1,-0.1200184117,4.7950345,0.93810781893845,0.33276,0.79412,NS,PRELI domain containing 1
2679,ENSMUSG00000022177,Haus4,0.2079103498,2.3347583,0.9380933677102,0.33277,0.79412,NS,"HAUS augmin-like complex, subunit 4"
12102,ENSMUSG00000071644,Eef1g,0.1354113482,8.6548239,0.93849254411368,0.33267,0.79412,NS,eukaryotic translation elongation factor 1 gamma
14064,ENSMUSG00000112925,Gm31763,-0.297320335,0.4042206,0.93877756053987,0.33259,0.79412,NS,"predicted gene, 31763"
13345,ENSMUSG00000097195,Snhg5,-0.1690590026,3.0947333,0.93710598615486,0.33302,0.79459,NS,small nucleolar RNA host gene 5
13653,ENSMUSG00000103034,Gm8797,-0.4986623621,-0.595216,0.93691021515309,0.33307,0.79459,NS,predicted pseudogene 8797
11754,ENSMUSG00000066319,Rtp3,0.3347555811,0.5809691,0.9365128320971,0.33318,0.7947,NS,receptor transporter protein 3
6829,ENSMUSG00000032826,Ank2,-0.1482834897,5.4509037,0.93518750958939,0.33352,0.79485,NS,"ankyrin 2, brain"
6918,ENSMUSG00000033170,Card10,-0.1755384139,3.7435605,0.93593570956943,0.33333,0.79485,NS,"caspase recruitment domain family, member 10"
8615,ENSMUSG00000039747,Orai2,-0.3678373642,0.2237039,0.93568261626724,0.33339,0.79485,NS,ORAI calcium release-activated calcium modulator 2
13271,ENSMUSG00000096054,Syne1,-0.1453171114,6.4901513,0.93549442748525,0.33344,0.79485,NS,"spectrin repeat containing, nuclear envelope 1"
13762,ENSMUSG00000105867,Gm42517,-0.4651400154,-0.8486023,0.93531760036572,0.33348,0.79485,NS,predicted gene 42517
9372,ENSMUSG00000042901,Aida,-0.1286869472,4.6389725,0.9340608402173,0.33381,0.79541,NS,"axin interactor, dorsalization associated"
6789,ENSMUSG00000032666,1700025G04Rik,0.1612204736,6.9589509,0.93367711860918,0.33391,0.79552,NS,RIKEN cDNA 1700025G04 gene
14286,ENSMUSG00000118664,Tusc3,-0.249272622,1.7635815,0.93290273523659,0.33411,0.79586,NS,tumor suppressor candidate 3
3602,ENSMUSG00000024944,Arl2,0.1167202306,5.3464007,0.93218830919565,0.33429,0.79596,NS,ADP-ribosylation factor-like 2
10240,ENSMUSG00000049728,Zfp668,0.173849358,2.8330466,0.93200515004253,0.33434,0.79596,NS,zinc finger protein 668
10297,ENSMUSG00000050188,Lsm10,-0.2306972301,2.3730024,0.93184797284644,0.33438,0.79596,NS,U7 snRNP-specific Sm-like protein LSM10
12412,ENSMUSG00000075389,2810410L24Rik,0.2173460736,1.8988393,0.93213853458238,0.33431,0.79596,NS,RIKEN cDNA 2810410L24 gene
13266,ENSMUSG00000095742,NA,-0.3261799171,0.0529973,0.93167887764416,0.33443,0.79596,NS,NA
7035,ENSMUSG00000033697,Arhgap39,0.1850981549,2.5438839,0.93140551736012,0.3345,0.79599,NS,Rho GTPase activating protein 39
9848,ENSMUSG00000046753,Ccdc66,-0.1346045709,3.8738241,0.93077194960639,0.33466,0.79602,NS,coiled-coil domain containing 66
11026,ENSMUSG00000057133,Chd6,0.120897591,4.4653024,0.93070806562041,0.33468,0.79602,NS,chromodomain helicase DNA binding protein 6
13403,ENSMUSG00000097493,9930014A18Rik,-0.2749563049,1.9303276,0.93094242770779,0.33462,0.79602,NS,RIKEN cDNA 9930014A18 gene
310,ENSMUSG00000002289,Angptl4,-0.2096840467,4.3434418,0.92929811956093,0.33505,0.79637,NS,angiopoietin-like 4
3325,ENSMUSG00000024251,Thada,0.1858115298,2.8358806,0.92932069416166,0.33504,0.79637,NS,thyroid adenoma associated
4916,ENSMUSG00000028152,Tspan5,-0.2677109776,0.9648353,0.92949296921852,0.33499,0.79637,NS,tetraspanin 5
12668,ENSMUSG00000081128,Gm13328,-0.2682336898,1.0177535,0.92932158334962,0.33504,0.79637,NS,predicted gene 13328
533,ENSMUSG00000004085,Map3k20,-0.1417496851,7.7841768,0.92354940309571,0.33654,0.79639,NS,mitogen-activated protein kinase kinase kinase 20
731,ENSMUSG00000006010,Odr4,-0.1198440564,4.9132707,0.92394378925949,0.33644,0.79639,NS,odr4 GPCR localization factor homolog
1093,ENSMUSG00000013593,Ndufs2,0.1445291875,9.0268507,0.92680485922831,0.33569,0.79639,NS,NADH:ubiquinone oxidoreductase core subunit S2
1616,ENSMUSG00000019699,Akt3,-0.1678260151,3.0146458,0.92859792270063,0.33523,0.79639,NS,thymoma viral proto-oncogene 3
2237,ENSMUSG00000021076,Actr10,0.1174443042,5.4842915,0.92331989686446,0.3366,0.79639,NS,ARP10 actin-related protein 10
3851,ENSMUSG00000025531,Chm,-0.1196237631,4.3677867,0.92346115325072,0.33657,0.79639,NS,choroidermia (RAB escort protein 1)
3857,ENSMUSG00000025544,Tm9sf2,-0.116564373,6.3124412,0.92300529525183,0.33669,0.79639,NS,transmembrane 9 superfamily member 2
4349,ENSMUSG00000026810,Dpm2,-0.1731797508,2.6896035,0.92570416001213,0.33598,0.79639,NS,dolichol-phosphate (beta-D) mannosyltransferase 2
4678,ENSMUSG00000027602,Map1lc3a,0.130744761,7.051363,0.92481039806228,0.33622,0.79639,NS,microtubule-associated protein 1 light chain 3 alpha
4698,ENSMUSG00000027646,Src,-0.2365802479,1.4082371,0.92798295204003,0.33539,0.79639,NS,Rous sarcoma oncogene
5198,ENSMUSG00000028798,Eif3i,0.1210106296,6.2642056,0.92581001349065,0.33595,0.79639,NS,"eukaryotic translation initiation factor 3, subunit I"
5507,ENSMUSG00000029455,Aldh2,-0.1536038062,7.6334265,0.92310382309932,0.33666,0.79639,NS,"aldehyde dehydrogenase 2, mitochondrial"
5682,ENSMUSG00000029911,Ssbp1,0.1264800459,4.2248033,0.927552343395,0.3355,0.79639,NS,single-stranded DNA binding protein 1
5702,ENSMUSG00000030022,Adamts9,0.2400173923,2.4980685,0.92625888462804,0.33584,0.79639,NS,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9"
6873,ENSMUSG00000033004,Mycbp2,-0.1414158484,6.1620407,0.92575365647447,0.33597,0.79639,NS,"MYC binding protein 2, E3 ubiquitin protein ligase"
7010,ENSMUSG00000033565,Rbfox2,0.1281683767,5.7418315,0.92511343057367,0.33614,0.79639,NS,"RNA binding protein, fox-1 homolog (C. elegans) 2"
7220,ENSMUSG00000034424,Gcsh,0.1209565854,4.8121381,0.92747689399707,0.33552,0.79639,NS,glycine cleavage system protein H (aminomethyl carrier)
7909,ENSMUSG00000037316,Bag4,-0.1896040714,2.7342649,0.92400716218507,0.33643,0.79639,NS,BCL2-associated athanogene 4
7915,ENSMUSG00000037336,Mfsd2b,0.3071142877,0.6362618,0.92264814827871,0.33678,0.79639,NS,major facilitator superfamily domain containing 2B
9418,ENSMUSG00000043300,B3galnt1,-0.2785902459,0.9703298,0.92736469924738,0.33555,0.79639,NS,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1"
9844,ENSMUSG00000046727,Cystm1,0.1203940779,6.6475169,0.92418710237118,0.33638,0.79639,NS,cysteine-rich transmembrane module containing 1
9901,ENSMUSG00000047153,Khnyn,0.1215335588,5.6474074,0.92535545768335,0.33607,0.79639,NS,KH and NYN domain containing
10014,ENSMUSG00000047996,Prrg1,0.2512894314,1.8340436,0.92507847478285,0.33615,0.79639,NS,proline rich Gla (G-carboxyglutamic acid) 1
11499,ENSMUSG00000062184,Hs6st2,-0.2015630181,2.4781,0.92728959528827,0.33557,0.79639,NS,heparan sulfate 6-O-sulfotransferase 2
12149,ENSMUSG00000072640,Lyrm9,0.1217833658,4.1920424,0.92518831711561,0.33612,0.79639,NS,LYR motif containing 9
12240,ENSMUSG00000073680,Tmem88b,-0.3629527794,0.0177178,0.92416482660063,0.33638,0.79639,NS,transmembrane protein 88B
12414,ENSMUSG00000075394,Hoxc4,-0.2056330128,2.0949669,0.92263722290962,0.33678,0.79639,NS,homeobox C4
12909,ENSMUSG00000086773,Gm16192,0.3189513858,0.5895243,0.92626041454723,0.33584,0.79639,NS,predicted gene 16192
12932,ENSMUSG00000086949,Gm13066,0.2546613344,2.0531942,0.92775083452771,0.33545,0.79639,NS,predicted gene 13066
13132,ENSMUSG00000091228,Gm20390,0.147736014,3.3446416,0.92301172030574,0.33669,0.79639,NS,predicted gene 20390
13471,ENSMUSG00000097908,4933404O12Rik,0.1987986961,2.4174732,0.92348040832298,0.33656,0.79639,NS,RIKEN cDNA 4933404O12 gene
6204,ENSMUSG00000031378,Abcd1,0.1161199722,4.9052556,0.92217339626647,0.3369,0.79642,NS,"ATP-binding cassette, sub-family D (ALD), member 1"
13061,ENSMUSG00000090083,Rnf8,0.1291266103,4.3211318,0.92227218683841,0.33688,0.79642,NS,ring finger protein 8
4060,ENSMUSG00000026111,Unc50,0.1459114138,3.367115,0.92188300700724,0.33698,0.79647,NS,unc-50 homolog
848,ENSMUSG00000007379,Dennd2c,0.1991347231,2.5340521,0.92032929441404,0.33739,0.79684,NS,DENN/MADD domain containing 2C
1100,ENSMUSG00000013701,Timm23,0.1333849257,7.8706897,0.92031805479328,0.33739,0.79684,NS,translocase of inner mitochondrial membrane 23
1891,ENSMUSG00000020349,Ppp2ca,-0.1367092788,7.460746,0.92021306710628,0.33742,0.79684,NS,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform"
6990,ENSMUSG00000033458,Fan1,0.1820517332,3.0388225,0.92025898265967,0.33741,0.79684,NS,FANCD2/FANCI-associated nuclease 1
10546,ENSMUSG00000052406,Rexo4,0.1292969045,3.9925494,0.92106091173433,0.3372,0.79684,NS,"REX4, 3'-5' exonuclease"
10210,ENSMUSG00000049521,Cdc42ep1,0.1673286481,3.3048936,0.91978945021949,0.33753,0.79697,NS,CDC42 effector protein (Rho GTPase binding) 1
740,ENSMUSG00000006127,Inpp5k,-0.1133401777,5.1605919,0.91923541703683,0.33768,0.79698,NS,inositol polyphosphate 5-phosphatase K
5922,ENSMUSG00000030614,Tmem126b,0.1137054947,4.5276662,0.91914139888394,0.3377,0.79698,NS,transmembrane protein 126B
7580,ENSMUSG00000035954,Dock4,0.1827175856,3.9716752,0.91952217021778,0.3376,0.79698,NS,dedicator of cytokinesis 4
10953,ENSMUSG00000056423,Uts2b,-0.4711842823,0.8903568,0.9188824204927,0.33777,0.79701,NS,urotensin 2B
1930,ENSMUSG00000020432,Tcn2,-0.1244264271,3.9746147,0.91827867590738,0.33793,0.79721,NS,transcobalamin 2
13696,ENSMUSG00000104168,Gm38250,0.3760847805,-0.4263293,0.91812975296077,0.33797,0.79721,NS,"predicted gene, 38250"
6768,ENSMUSG00000032601,Prkar2a,0.1348240053,8.0811092,0.91783856884104,0.33804,0.79726,NS,"protein kinase, cAMP dependent regulatory, type II alpha"
3562,ENSMUSG00000024862,Klc2,0.1199317571,6.6112374,0.91673656554193,0.33833,0.79768,NS,kinesin light chain 2
6397,ENSMUSG00000031796,Cfap20,0.1718263348,2.7381165,0.91679324849746,0.33832,0.79768,NS,cilia and flagella associated protein 20
3671,ENSMUSG00000025104,Hdgfl3,-0.2386537091,2.3952805,0.91647251968339,0.3384,0.79772,NS,HDGF like 3
5130,ENSMUSG00000028648,Ndufs5,0.1175316615,6.7231975,0.91624624980902,0.33846,0.79772,NS,NADH:ubiquinone oxidoreductase core subunit S5
527,ENSMUSG00000004044,Cavin1,-0.12459671680000001,7.224921,0.91573085835732,0.3386,0.79791,NS,caveolae associated 1
222,ENSMUSG00000001700,Gramd3,-0.1508880978,3.4327847,0.91476966554876,0.33885,0.79794,NS,GRAM domain containing 3
380,ENSMUSG00000002820,Atg4d,0.1154723609,5.9145613,0.91455197012489,0.33891,0.79794,NS,"autophagy related 4D, cysteine peptidase"
1128,ENSMUSG00000014313,Cox6c,0.1447342587,8.4355727,0.91417269708867,0.33901,0.79794,NS,cytochrome c oxidase subunit 6C
1750,ENSMUSG00000020072,Pbld2,0.3737842859,-0.2905905,0.91357695544784,0.33917,0.79794,NS,phenazine biosynthesis-like protein domain containing 2
2188,ENSMUSG00000020954,Strn3,-0.127310596,7.1227606,0.91409215256816,0.33903,0.79794,NS,"striatin, calmodulin binding protein 3"
5491,ENSMUSG00000029427,Zcchc8,0.1370786763,3.6430837,0.91423427298894,0.33899,0.79794,NS,"zinc finger, CCHC domain containing 8"
6075,ENSMUSG00000030996,Art1,-0.1336387046,8.1975382,0.91516147958423,0.33875,0.79794,NS,ADP-ribosyltransferase 1
7791,ENSMUSG00000036885,Arhgef26,0.4085399172,0.4140387,0.91539844764077,0.33869,0.79794,NS,Rho guanine nucleotide exchange factor (GEF) 26
8629,ENSMUSG00000039795,Zfand1,0.1786489271,2.7888863,0.91360365130383,0.33916,0.79794,NS,"zinc finger, AN1-type domain 1"
10705,ENSMUSG00000053877,Srcap,0.123364142,6.2199682,0.91384556676212,0.3391,0.79794,NS,Snf2-related CREBBP activator protein
2141,ENSMUSG00000020857,Nme2,0.1295089346,8.0390896,0.91197230124867,0.33959,0.79828,NS,NME/NM23 nucleoside diphosphate kinase 2
4585,ENSMUSG00000027371,Fahd2a,0.1233364584,3.940688,0.91232917457843,0.3395,0.79828,NS,fumarylacetoacetate hydrolase domain containing 2A
4897,ENSMUSG00000028114,Mettl14,0.1467442095,3.3931212,0.91242479115976,0.33947,0.79828,NS,methyltransferase like 14
4950,ENSMUSG00000028243,Ubxn2b,-0.3431488659,0.4473721,0.91263202010515,0.33942,0.79828,NS,UBX domain protein 2B
11658,ENSMUSG00000063882,Uqcrh,0.1349783435,7.4823801,0.91211832626132,0.33955,0.79828,NS,ubiquinol-cytochrome c reductase hinge protein
551,ENSMUSG00000004285,Atp6v1f,0.1097502399,5.274315,0.91075010427613,0.33992,0.79867,NS,"ATPase, H+ transporting, lysosomal V1 subunit F"
613,ENSMUSG00000004931,Apba3,0.1297786456,6.2873217,0.91091866817591,0.33987,0.79867,NS,"amyloid beta (A4) precursor protein-binding, family A, member 3"
1176,ENSMUSG00000014956,Ppp1cb,-0.1281079106,8.2291023,0.90911540896438,0.34035,0.79867,NS,protein phosphatase 1 catalytic subunit beta
6511,ENSMUSG00000032026,Rexo2,0.1110898084,5.5593802,0.91042447175771,0.34,0.79867,NS,RNA exonuclease 2
7290,ENSMUSG00000034675,Dbn1,-0.2438045592,2.2870068,0.9090333441699,0.34037,0.79867,NS,drebrin 1
7728,ENSMUSG00000036611,Eepd1,-0.1256553773,7.1631373,0.90995722559474,0.34013,0.79867,NS,endonuclease/exonuclease/phosphatase family domain containing 1
8920,ENSMUSG00000040848,Sft2d2,0.1250628891,4.7523741,0.90939939350152,0.34027,0.79867,NS,SFT2 domain containing 2
9270,ENSMUSG00000042472,Zfp410,0.1214086951,3.9317168,0.90935365122841,0.34029,0.79867,NS,zinc finger protein 410
9572,ENSMUSG00000044566,Cage1,0.3604691611,-0.11413,0.90915523421311,0.34034,0.79867,NS,cancer antigen 1
11080,ENSMUSG00000057606,Colq,-0.1808046848,2.9794286,0.90920641462159,0.34033,0.79867,NS,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
12935,ENSMUSG00000087002,Gm16277,0.4885704614,-0.7849006,0.91002651326453,0.34011,0.79867,NS,predicted gene 16277
2479,ENSMUSG00000021704,Mtx3,0.1412413774,3.9041585,0.90720866461961,0.34086,0.79968,NS,metaxin 3
14186,ENSMUSG00000116656,Gm49708,0.2782272548,3.3655156,0.90611886996385,0.34115,0.80022,NS,"predicted gene, 49708"
13134,ENSMUSG00000091264,Smim13,0.1147351073,5.9525009,0.90579157762198,0.34123,0.8003,NS,small integral membrane protein 13
11659,ENSMUSG00000063884,Ptcd3,0.1162518955,5.4611289,0.90494071851804,0.34146,0.8007,NS,pentatricopeptide repeat domain 3
1054,ENSMUSG00000011837,Snapc2,0.1452457471,3.46892,0.9041687476534,0.34167,0.80089,NS,"small nuclear RNA activating complex, polypeptide 2"
3344,ENSMUSG00000024299,Adamts10,0.1510888601,3.5025597,0.9040083906441,0.34171,0.80089,NS,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10"
11309,ENSMUSG00000060098,Prmt7,0.1107381156,5.5863185,0.90421374350516,0.34165,0.80089,NS,protein arginine N-methyltransferase 7
12461,ENSMUSG00000078249,Hmga1b,-0.1488048534,3.2823165,0.90370970214941,0.34179,0.80094,NS,high mobility group AT-hook 1B
5374,ENSMUSG00000029147,Ppm1g,-0.1221354998,5.7497847,0.90317508176787,0.34193,0.80115,NS,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
758,ENSMUSG00000006304,Arpc2,-0.1131414576,5.7280328,0.9016351575987,0.34234,0.80153,NS,"actin related protein 2/3 complex, subunit 2"
2712,ENSMUSG00000022237,Ankrd33b,-0.1758279655,5.5549355,0.90207130121924,0.34223,0.80153,NS,ankyrin repeat domain 33B
7139,ENSMUSG00000034121,Mks1,0.2553145871,1.3371166,0.90193524072197,0.34226,0.80153,NS,MKS transition zone complex subunit 1
7669,ENSMUSG00000036371,Serbp1,0.1365319052,8.5739277,0.90130482091494,0.34243,0.80153,NS,serpine1 mRNA binding protein 1
10182,ENSMUSG00000049300,Prmt6,0.188915253,2.3305683,0.90191740007816,0.34227,0.80153,NS,protein arginine N-methyltransferase 6
10894,ENSMUSG00000055833,1700034H15Rik,0.3112293474,0.1209699,0.90139070400866,0.34241,0.80153,NS,RIKEN cDNA 1700034H15 gene
230,ENSMUSG00000001761,Smo,-0.1882119393,2.7443307,0.89999254719794,0.34278,0.80155,NS,"smoothened, frizzled class receptor"
892,ENSMUSG00000008090,Fgfrl1,0.1165507692,4.5470035,0.89966409774758,0.34287,0.80155,NS,fibroblast growth factor receptor-like 1
5438,ENSMUSG00000029298,Gbp9,-0.2795646438,3.4489357,0.89968034677388,0.34287,0.80155,NS,guanylate-binding protein 9
6322,ENSMUSG00000031633,Slc25a4,0.1457504293,11.7722144,0.90010215294092,0.34275,0.80155,NS,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
6430,ENSMUSG00000031851,Ntpcr,0.1651557067,2.9413935,0.90014421393138,0.34274,0.80155,NS,"nucleoside-triphosphatase, cancer-related"
9807,ENSMUSG00000046460,Sh2d7,0.2505638262,1.432557,0.90043670531108,0.34266,0.80155,NS,SH2 domain containing 7
11178,ENSMUSG00000058729,Lin9,0.2043433783,2.0742765,0.90073061072799,0.34259,0.80155,NS,lin-9 DREAM MuvB core complex component
